ID,token,ner_tag
6864,https://telegram.me/zemenexpress,O
6863,Floodlight,B-PRODUCT
6863,Head,I-PRODUCT
6863,lamp,I-PRODUCT
6863,rechargeable,I-PRODUCT
6863,light,I-PRODUCT
6863,weight,I-PRODUCT
6863,Applicable,O
6863,to,O
6863,various,O
6863,scenarios,O
6863,such,O
6863,as,O
6863,camping,O
6863,night,O
6863,running,O
6863,Repairing,O
6863,Cycling,O
6863,ዋጋ፦,O
6863,950,B-PRICE
6863,ብር,I-PRICE
6863,ውስን,O
6863,ፍሬ,O
6863,ነው,O
6863,ያለው,O
6863,አድራሻ,O
6863,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6863,ቢሮ,O
6863,ቁ.,O
6863,S05/S06,O
6863,0902660722,O
6863,0928460606,O
6863,በTelegram,O
6863,ለማዘዝ,O
6863,ይጠቀሙ,O
6863,@zemencallcenter,O
6863,@zemenexpressadmin,O
6863,ለተጨማሪ,O
6863,ማብራሪያ,O
6863,የቴሌግራም,O
6863,ገፃችን,O
6863,https://telegram.me/zemenexpress,O
6861,Car,B-PRODUCT
6861,Solar,I-PRODUCT
6861,Aromatherapy,I-PRODUCT
6861,በ,O
6861,ፀሀይ,O
6861,ብርሀን,O
6861,የሚሰራ,O
6861,ለመኪናዎ,O
6861,ጥሩ,O
6861,ጠረን,O
6861,የሚያላብስ,O
6861,እየተሽከረከረ,O
6861,አየር,O
6861,በማፅዳት,O
6861,ጥሩ,O
6861,መአዛን,O
6861,የሚሰጥ,O
6861,ለመኪናዎ,O
6861,ተጨማሪ,O
6861,ውበትን,O
6861,የሚሰጥ,O
6861,በተመጣጣኝ,O
6861,ዋጋ,O
6861,ዋጋ፦,O
6861,850,B-PRICE
6861,ብር,I-PRICE
6861,ውስን,O
6861,ፍሬ,O
6861,ነው,O
6861,ያለው,O
6861,አድራሻ,O
6861,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6861,ቢሮ,O
6861,ቁ.,O
6861,S05/S06,O
6861,0902660722,O
6861,0928460606,O
6861,በTelegram,O
6861,ለማዘዝ,O
6861,ይጠቀሙ,O
6861,@zemencallcenter,O
6861,@zemenexpressadmin,O
6861,ለተጨማሪ,O
6861,ማብራሪያ,O
6861,የቴሌግራም,O
6861,ገፃችን,O
6861,https://telegram.me/zemenexpress,O
6860,Car,O
6860,Solar,O
6860,Aromatherapy,O
6860,በ,O
6860,ፀሀይ,O
6860,ብርሀን,O
6860,የሚሰራ,O
6860,ለመኪናዎ,O
6860,ጥሩ,O
6860,ጠረን,O
6860,የሚያላብስ,O
6860,እየተሽከረከረ,O
6860,አየር,O
6860,በማፅዳት,O
6860,ጥሩ,O
6860,መአዛን,O
6860,የሚሰጥ,O
6860,ለመኪናዎ,O
6860,ተጨማሪ,O
6860,ውበትን,O
6860,የሚሰጥ,O
6860,በተመጣጣኝ,O
6860,ዋጋ,O
6860,ዋጋ፦,O
6860,850,O
6860,ብር,O
6860,ውስን,O
6860,ፍሬ,O
6860,ነው,O
6860,ያለው,O
6860,አድራሻ,O
6860,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6860,ቢሮ,O
6860,ቁ.,O
6860,S05/S06,O
6860,0902660722,O
6860,0928460606,O
6860,በTelegram,O
6860,ለማዘዝ,O
6860,ይጠቀሙ,O
6860,@zemencallcenter,O
6860,@zemenexpressadmin,O
6860,ለተጨማሪ,O
6860,ማብራሪያ,O
6860,የቴሌግራም,O
6860,ገፃችን,O
6860,https://telegram.me/zemenexpress,O
6855,Silicone,B-PRODUCT
6855,Thumb,I-PRODUCT
6855,Cutter,I-PRODUCT
6855,የጣት,I-PRODUCT
6855,ጥፍር,I-PRODUCT
6855,መከላከያ,I-PRODUCT
6855,ሽንኩርት,I-PRODUCT
6855,ሲልጡ,I-PRODUCT
6855,፣,O
6855,ዝንጅብል,O
6855,እና,O
6855,በርበሬ,O
6855,ዘለላ,O
6855,ሲቀነጥሱ,O
6855,ጥፍርን,O
6855,ከጉዳት,O
6855,የሚከላከል,O
6855,Material:,O
6855,Stainless,O
6855,"Steel,",O
6855,"Silicone,",O
6855,pp,O
6855,colour,O
6855,ዋጋ፦,O
6855,250,B-PRICE
6855,ብር,I-PRICE
6855,ውስን,O
6855,ፍሬ,O
6855,ነው,O
6855,ያለው,O
6855,አድራሻ,O
6855,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6855,ቢሮ,O
6855,ቁ.,O
6855,S05/S06,O
6855,0902660722,O
6855,0928460606,O
6855,በTelegram,O
6855,ለማዘዝ,O
6855,ይጠቀሙ,O
6855,@zemencallcenter,O
6855,@zemenexpressadmin,O
6855,ለተጨማሪ,O
6855,ማብራሪያ,O
6855,የቴሌግራም,O
6855,ገፃችን,O
6855,https://telegram.me/zemenexpress,O
6854,Silicone,B-PRODUCT
6854,Thumb,I-PRODUCT
6854,Cutter,I-PRODUCT
6854,የጣት,I-PRODUCT
6854,ጥፍር,I-PRODUCT
6854,መከላከያ,I-PRODUCT
6854,ሽንኩርት,I-PRODUCT
6854,ሲልጡ,I-PRODUCT
6854,፣,O
6854,ዝንጅብል,O
6854,እና,O
6854,በርበሬ,O
6854,ዘለላ,O
6854,ሲቀነጥሱ,O
6854,ጥፍርን,O
6854,ከጉዳት,O
6854,የሚከላከል,O
6854,Material:,O
6854,Stainless,O
6854,"Steel,",O
6854,"Silicone,",O
6854,pp,O
6854,colour,O
6854,ዋጋ፦,O
6854,250,B-PRICE
6854,ብር,I-PRICE
6854,ውስን,O
6854,ፍሬ,O
6854,ነው,O
6854,ያለው,O
6854,አድራሻ,O
6854,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6854,ቢሮ,O
6854,ቁ.,O
6854,S05/S06,O
6854,0902660722,O
6854,0928460606,O
6854,በTelegram,O
6854,ለማዘዝ,O
6854,ይጠቀሙ,O
6854,@zemencallcenter,O
6854,@zemenexpressadmin,O
6854,ለተጨማሪ,O
6854,ማብራሪያ,O
6854,የቴሌግራም,O
6854,ገፃችን,O
6854,https://telegram.me/zemenexpress,O
6850,Portable,B-PRODUCT
6850,drying,I-PRODUCT
6850,rack,I-PRODUCT
6850,Clips,I-PRODUCT
6850,cloth,I-PRODUCT
6850,hanger,I-PRODUCT
6850,ልብስ,I-PRODUCT
6850,ማስጫ,I-PRODUCT
6850,የሚዘረጋ,I-PRODUCT
6850,የሚሰበሰብ,I-PRODUCT
6850,የራሱ,I-PRODUCT
6850,የልብስ,I-PRODUCT
6850,መቆንጠጫ,I-PRODUCT
6850,ያለው,O
6850,180,O
6850,cm,O
6850,ርዝመት,O
6850,ተንቀሳቃሽ,O
6850,ዋጋ፦,O
6850,500,B-PRICE
6850,ብር,I-PRICE
6850,ውስን,O
6850,ፍሬ,O
6850,ነው,O
6850,ያለው,O
6850,አድራሻ,O
6850,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6850,ቢሮ,O
6850,ቁ.,O
6850,S05/S06,O
6850,0902660722,O
6850,0928460606,O
6850,በTelegram,O
6850,ለማዘዝ,O
6850,ይጠቀሙ,O
6850,@zemencallcenter,O
6850,@zemenexpressadmin,O
6850,ለተጨማሪ,O
6850,ማብራሪያ,O
6850,የቴሌግራም,O
6850,ገፃችን,O
6850,https://telegram.me/zemenexpress,O
6849,Portable,B-PRODUCT
6849,drying,I-PRODUCT
6849,rack,I-PRODUCT
6849,Clips,I-PRODUCT
6849,cloth,I-PRODUCT
6849,hanger,I-PRODUCT
6849,ልብስ,I-PRODUCT
6849,ማስጫ,I-PRODUCT
6849,የሚዘረጋ,I-PRODUCT
6849,የሚሰበሰብ,I-PRODUCT
6849,የራሱ,I-PRODUCT
6849,የልብስ,I-PRODUCT
6849,መቆንጠጫ,I-PRODUCT
6849,ያለው,O
6849,180,O
6849,cm,O
6849,ርዝመት,O
6849,ተንቀሳቃሽ,O
6849,ዋጋ፦,O
6849,500,B-PRICE
6849,ብር,I-PRICE
6849,ውስን,O
6849,ፍሬ,O
6849,ነው,O
6849,ያለው,O
6849,አድራሻ,O
6849,#መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,O
6849,ቢሮ,O
6849,ቁ.,O
6849,S05/S06,O
6849,0902660722,O
6849,0928460606,O
6849,በTelegram,O
6849,ለማዘዝ,O
6849,ይጠቀሙ,O
6849,@zemencallcenter,O
6849,@zemenexpressadmin,O
6849,ለተጨማሪ,O
6849,ማብራሪያ,O
6849,የቴሌግራም,O
6849,ገፃችን,O
6849,https://telegram.me/zemenexpress,O
